company,contract_count,total_contract_value,agencies,naics,has_subcontract_plan
VASCULAR SOLUTIONS LLC,1,1933143.85,DEFENSE HEALTH AGENCY (DHA),541715,True
NATIONAL MARINE SANCTUARY FOUNDATION,1,1930000.0,BUREAU OF OCEAN ENERGY MANAGEMENT,813312,True
JOHNS HOPKINS UNIVERSITY  THE,1,1927714.0,DEPT OF THE AIR FORCE,541611,True
STRUCTURAL PRESERVATION SYSTEMS  LLC,2,1922282.77,DEPT OF THE ARMY,237110,True
CHOBANI LLC,2,1919698.02,AGRICULTURAL MARKETING SERVICE,311511,True
BASIC COMMERCE & INDUSTRIES INC,1,1910464.28,FEDERAL AVIATION ADMINISTRATION,541330,True
EMAGINE IT INC,1,1904634.93,DEPT OF THE AIR FORCE,541519,True
AFFILIATED ENGINEERS  INC.,1,1903000.0,NATIONAL INSTITUTES OF HEALTH,541330,True
THE DAY & ZIMMERMANN GROUP INC,2,1902782.49,DEPT OF THE ARMY,541330,True
SEATTLE CANCER CARE ALLIANCE,1,1899029.0,NATIONAL INSTITUTES OF HEALTH,541715,True
ECS FEDERAL  LLC,1,1882000.0,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),541512,True
STRYKER CORPORATION,2,1877698.12,"DEFENSE LOGISTICS AGENCY, VETERANS AFFAIRS, DEPARTMENT OF","339113, 423450",True
MICHAEL FOODS  INC.,1,1876695.26,AGRICULTURAL MARKETING SERVICE,311999,True
SAINT LOUIS UNIVERSITY,1,1871862.0,NATIONAL INSTITUTES OF HEALTH,541714,True
ADC ENGINEERING INC,1,1870246.0,DEPT OF THE AIR FORCE,541330,True
XATOR LLC,2,1866093.29,DEPT OF THE AIR FORCE,561621,True
RIVERSIDE CHRISTIAN MINISTRIES INC,1,1865918.5,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
VAREC INC,1,1863502.52,DEFENSE LOGISTICS AGENCY,541519,True
MARQUIS SOFTWARE SOLUTIONS  INC,1,1860000.0,OFFICE OF THE COMPTROLLER OF THE CURRENCY,513210,True
RQ-DPR JV,1,1850728.0,DEPT OF THE NAVY,236220,True
AZENTA  INC.,1,1836800.0,NATIONAL INSTITUTES OF HEALTH,541990,True
GEOSYNTEC BRICE JV  LLC,1,1834937.0,DEPT OF THE ARMY,541330,True
WISS  JANNEY  ELSTNER ASSOCIATES  INC.,2,1834108.4100000001,NATIONAL PARK SERVICE,541310,True
AMERICAN NATIONAL RED CROSS  THE,1,1829554.0,"VETERANS AFFAIRS, DEPARTMENT OF",325414,True
RYAN COMPANIES US  INC.,1,1827558.86,PUBLIC BUILDINGS SERVICE,236220,True
MICROSEMI CORP. - RF SIGNAL PROCESSING,2,1826500.0,DEFENSE LOGISTICS AGENCY,334419,True
SKILLS INC,1,1826243.16,U.S. COAST GUARD,561720,True
DRAGERWERK AG & CO. KGAA,2,1824289.46,"VETERANS AFFAIRS, DEPARTMENT OF",339112,True
COLLEGE ENTRANCE EXAMINATION BOARD,1,1814723.0,DEFENSE HUMAN RESOURCES ACTIVITY,611710,True
CLARIVATE ANALYTICS (US) LLC,1,1814398.0,DEPT OF THE ARMY,541519,True
DIGITAL INFUZION  LLC,1,1811890.04,NATIONAL INSTITUTES OF HEALTH,541990,True
CACI-WGI  LLC,1,1810246.8,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),541611,True
HOWDEN AMERICAN FAN COMPANY,1,1809588.0,DEPT OF THE NAVY,333415,True
GW COMMERCIAL SERVICES INC,1,1806064.78,DEPT OF THE NAVY,561720,True
BENHAM - MEAD & HUNT,1,1801309.19,DEPT OF THE ARMY,541330,True
INDEL POWER GROUP  LLC,1,1800794.34,U.S. COAST GUARD,811310,True
FITCH SOLUTIONS  INC.,1,1800261.0,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",519290,True
JACOBS GEOSYNTEC A JOINT VENTURE,1,1800131.0,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,541620,True
ENTERGY LOUISIANA  LLC,1,1800000.0,BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT,221112,True
MANPOWERGROUP PUBLIC SECTOR INC.,2,1800000.0,"OFFICES, BOARDS AND DIVISIONS",541930,True
PMO PARTNERSHIP JV  LLC,1,1800000.0,FEDERAL TRANSIT ADMINISTRATION,541611,True
TURNING POINT OF CENTRAL CALIFORNIA INC,1,1799613.79,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
ODYSSEY SYSTEMS CONSULTING GROUP  LTD.,1,1789392.9,DEPT OF THE NAVY,541330,True
SKIDMORE  OWINGS & MERRILL LLP,1,1788342.18,PUBLIC BUILDINGS SERVICE,541310,True
STACEY HOYT  PHD  INC.,2,1788020.0,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,621420,True
THE W.W. WILLIAMS COMPANY  LLC,1,1787310.0,U.S. COAST GUARD,811310,True
SOCIAL IMPACT INC,1,1786157.0,DEPARTMENTAL OFFICES,541611,True
EPIQ CLASS ACTION & CLAIMS SOLUTIONS  INC.,1,1782350.0,CONSUMER FINANCIAL PROTECTION BUREAU,522320,True
INOVA HEALTH CARE SERVICES,1,1780396.0,NATIONAL INSTITUTES OF HEALTH,541990,True
GOODWILL KEYSTONE AREA,2,1772957.6600000001,DEPT OF THE ARMY,561720,True
EA ENGINEERING  SCIENCE  AND TECHNOLOGY  INC.  PBC,2,1771565.3199999998,DEPT OF THE ARMY,541330,True
WELLSPRING WORLDWIDE INC,1,1767585.0,DEPT OF THE ARMY,541519,True
VALOR HEALTHCARE INC,1,1765104.0,"VETERANS AFFAIRS, DEPARTMENT OF",621498,True
MAGELLAN AEROSPACE  MIDDLETOWN  INC,1,1763820.0,DEPT OF THE NAVY,336413,True
RICELAND FOODS INC,2,1761576.6099999999,AGRICULTURAL MARKETING SERVICE,311212,True
STERIS INSTRUMENT MANAGEMENT SERVICES  INC,2,1760120.2,"VETERANS AFFAIRS, DEPARTMENT OF",811219,True
INSPIRITEC  INC.,1,1758252.76,DEPT OF THE ARMY,561422,True
TACTAIR FLUID CONTROLS  INC.,1,1755745.0,DEFENSE LOGISTICS AGENCY,336413,True
HILL-ROM  INC.,2,1755056.2,"VETERANS AFFAIRS, DEPARTMENT OF","339112, 622110",True
ACS CORRECTIONS OF TEXAS LLC,1,1751962.9,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
QUINN EVANS ARCHITECTS INC,1,1751887.91,NATIONAL PARK SERVICE,541310,True
PTI TECHNOLOGIES INC.,1,1745341.2,DEFENSE LOGISTICS AGENCY,336413,True
ARAMARK SPORTS AND ENTERTAINMENT SERVICES LLC,1,1743292.68,U.S. FISH AND WILDLIFE SERVICE,561210,True
SCHNEIDER ELECTRIC USA  INC.,1,1739870.27,FEDERAL AVIATION ADMINISTRATION,335311,True
GOODWILL INDUSTRIES OF KENTUCKY  INC.,1,1738269.24,PUBLIC BUILDINGS SERVICE,561720,True
HYDROGEOLOGIC  INC.,1,1734607.09,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,541620,True
MASON & HANGER-POND JOINT VENTURE LP,2,1733053.25,DEPT OF THE ARMY,541330,True
LOVELACE BIOMEDICAL RESEARCH INSTITUTE,1,1730877.0,ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE,541714,True
AMERICAN FOUNDATION FOR BIOLOGICAL RESEARCH,1,1729597.0,NATIONAL INSTITUTES OF HEALTH,541711,True
NORTHERN DEFENSE INDUSTRIES  LLC,1,1729251.6,U.S. COAST GUARD,811210,True
TELOS CORPORATION,1,1727974.4,SOCIAL SECURITY ADMINISTRATION,541519,True
UNDERSEA SENSOR SYSTEMS  INC.,1,1724426.0,DEPT OF THE NAVY,334511,True
VERSATERM PUBLIC SAFETY US INC,1,1720567.24,DEPT OF THE ARMY,511210,True
CARDNO-EA PARTNERS JOINT VENTURE,1,1718606.2,DEPT OF THE ARMY,562910,True
TRINIDAD/BENHAM CORP.,1,1716050.13,AGRICULTURAL MARKETING SERVICE,311999,True
REGENTS OF THE UNIVERSITY OF MINNESOTA,2,1715743.0,"DEPT OF THE ARMY, NATIONAL INSTITUTES OF HEALTH",541715,True
PURDUE UNIVERSITY,1,1709968.0,DEPT OF THE ARMY,541715,True
BA & W ENTERPRISES  INC.,1,1707075.0,FEDERAL ACQUISITION SERVICE,425120,True
TARLTON CORP,1,1702619.0,NATIONAL PARK SERVICE,236220,True
SCHAFER AEROSPACE  INC.,1,1698593.0,DEPT OF THE AIR FORCE,541330,True
KITCO FIBER OPTICS INC,1,1696479.18,DEPT OF THE NAVY,333914,True
NORTON ROSE FULBRIGHT US LLP,1,1689044.0,DEPT OF THE ARMY,541110,True
KLEINFELDER - STANTEC USACE A JOINT VENTURE,1,1683286.4,DEPT OF THE ARMY,541330,True
THE ROSS GROUP CONSTRUCTION CORPORATION,1,1680170.0,PUBLIC BUILDINGS SERVICE,236220,True
THE CORPORATE SOURCE INC,1,1665122.67,PUBLIC BUILDINGS SERVICE,561720,True
MILESTONE CONTRACTORS  LP,1,1662243.36,DEPT OF THE NAVY,237310,True
W. F. MAGANN CORPORATION,1,1657280.0,DEPT OF THE NAVY,237990,True
SOFT COMPUTER CONSULTANTS INC.,1,1650447.34,NATIONAL INSTITUTES OF HEALTH,541513,True
BOOSTED COMMERCE INC.,2,1647371.0,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,622110,True
JTG  INC.,1,1647012.0,"USDA, DEPARTMENTAL ADMINISTRATION",541930,True
VETERANS HOLDING GROUP LLC,1,1641968.88,DEPT OF THE NAVY,236210,True
HYATT CORPORATION,1,1641097.54,OFFICE OF THE COMPTROLLER OF THE CURRENCY,531120,True
DIDLAKE INC,1,1626285.72,INTERNAL REVENUE SERVICE,561990,True
MEDICAL SCIENCE & COMPUTING  LLC,2,1621670.4,NATIONAL INSTITUTES OF HEALTH,541990,True
SATCOM DIRECT GOVERNMENT  INC.,1,1621000.0,FOREST SERVICE,517410,True
NORTHEAST MISSOURI HEALTH COUNCIL  INC.,1,1619431.92,"VETERANS AFFAIRS, DEPARTMENT OF",621498,True
GEOGRAPHIC INFORMATION SERVICES  INC.,1,1619333.76,DEPT OF THE AIR FORCE,541370,True
SES SPACE & DEFENSE  INC.,1,1613499.54,"UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG",517410,True
INTELLIBRIDGE LLC,1,1600000.0,"STATE, DEPARTMENT OF",541990,True
KIMLEY-HANSON-BERGMANN JV,1,1595047.42,DEPT OF THE ARMY,541330,True
PRIMORIS SERVICES CORPORATION,1,1594935.0,DEFENSE LOGISTICS AGENCY,541330,True
TRAHAN ARCHITECTS  (A PROFESSIONAL ARCHITECTURAL CORPORATION),1,1586134.06,PUBLIC BUILDINGS SERVICE,541310,True
POTOMACWAVE CONSULTING  INC.,1,1583308.8,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA),541611,True
GOLDER ASSOCIATES INC.,1,1581276.0,DEPT OF THE ARMY,541330,True
EMPOWER AI  INC.,1,1581119.04,DEPT OF THE ARMY,541519,True
VOLUNTEERS OF AMERICA OF WESTERN NEW YORK  INC,1,1580400.0,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
MIDWEST CITY PUBLIC SCHOOLS I-52,1,1576689.25,DEPT OF THE AIR FORCE,611519,True
PROFESSIONAL PROJECT SERVICES  INC.,1,1562854.5,DEPT OF THE ARMY,541330,True
PORT OF HOPE CENTERS  INC.,2,1560678.0,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
MARVEL ARCHITECTS LANDSCAPE ARCHITECTS URBAN DESIGNERS PLLC,1,1559944.24,PUBLIC BUILDINGS SERVICE,541310,True
ARKWIN INDUSTRIES  INC.,1,1557510.0,DEFENSE LOGISTICS AGENCY,336413,True
TRILLION ERP NEXT GENERATION LLC,1,1555086.0,UNITED STATES INTERNATIONAL DEVELOPMENT FINANCE CORPORATION,541513,True
SYRINGA NETWORKS  LLC,2,1552391.67,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),517111,True
YALE UNIVERSITY,1,1548389.0,NATIONAL INSTITUTES OF HEALTH,541715,True
BUSINESS PRODUCTS GROUP  INC.,1,1535574.81,CENTERS FOR DISEASE CONTROL AND PREVENTION,541519,True
FEI COMPANY,1,1534079.64,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,811210,True
D+S INTERNATIONAL LLC,1,1523794.0,"STATE, DEPARTMENT OF",541310,True
SCHNEIDER ELECTRIC SE,1,1522267.0,DEPT OF THE ARMY,541330,True
JONES LANG LASALLE INCORPORATED,1,1519643.94,DEPARTMENTAL OFFICES,541614,True
COMTECH TELECOMMUNICATIONS CORP.,1,1515031.44,DEPT OF THE NAVY,334220,True
SOFT TECH CONSULTING  INC.,1,1514465.5,DEPT OF THE ARMY,541519,True
CENTRAL ADMIXTURE PHARMACY SERVICES INC,2,1500000.0,NATIONAL INSTITUTES OF HEALTH,325412,True
HITACHI ZOSEN CORPORATION,1,1500000.0,"ENERGY, DEPARTMENT OF",484230,True
PACIFIC STAR COMMUNICATIONS  INC.,1,1497781.78,DEPT OF THE AIR FORCE,334111,True
CREW TRAINING INTERNATIONAL  INC,1,1494435.48,DEPT OF THE AIR FORCE,541611,True
A.L. PHILPOTT MANUFACTURING EXTENSION PARTNERSHIP,1,1490000.0,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,541330,True
APHC  INC.,1,1489713.0,DEPT OF THE NAVY,541330,True
TEAC AEROSPACE TECHNOLOGIES  INC.,1,1480500.0,DEPT OF THE NAVY,334511,True
VEOLIA WATER NORTH AMERICA-WEST  LLC,1,1479490.86,INTERNATIONAL BOUNDARY AND WATER COMMISSION: U.S.-MEXICO,221320,True
CORIX UTILITY SYSTEMS GEORGIA INC,1,1478928.0,DEFENSE LOGISTICS AGENCY,221310,True
CAMBRIDGE INTERNATIONAL SYSTEMS INC.,1,1476134.71,DEPT OF THE AIR FORCE,561210,True
STELLAR SOLUTIONS INC,1,1471883.41,FEDERAL ACQUISITION SERVICE,541330,True
INVISIO COMMUNICATIONS INC,1,1470991.45,DEPT OF THE ARMY,334290,True
AECOM + TETRA TECH JOINT VENTURE,1,1468469.06,DEPT OF THE ARMY,541330,True
GE RENEWABLES US LLC,1,1466482.46,DEPT OF THE ARMY,237990,True
GLOBAL RESOURCE SOLUTIONS INC,1,1465920.38,DEPT OF THE AIR FORCE,541611,True
PENNSYLVANIA MEDICAL SOCIETY INC,1,1465565.93,DEFENSE HEALTH AGENCY (DHA),541611,True
LOGISTIC SERVICES INTERNATIONAL  INC.,1,1463506.25,DEPT OF THE NAVY,611430,True
LOMBART BROTHERS  INC.,1,1460649.82,"VETERANS AFFAIRS, DEPARTMENT OF",339112,True
BASTION TECHNOLOGIES  INC.,1,1458565.65,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,561210,True
GLOBAL RESOURCE SOLUTIONS  INC.,1,1453436.9,DEPT OF THE AIR FORCE,541611,True
ACCESS INTERPRETING INC,1,1452058.62,ENVIRONMENTAL PROTECTION AGENCY,541930,True
LAS VEGAS PAVING CORPORATION,1,1443958.0,FEDERAL HIGHWAY ADMINISTRATION,237310,True
CORE TECH-HAWAIIAN DREDGING LLC,1,1433989.86,DEPT OF THE NAVY,236210,True
SCHNEIDER ELECTRIC SA,1,1433406.28,DEPT OF THE ARMY,541330,True
PROGRESSIVE ELDERCARE SERVICES-SALINE  INC,1,1432438.35,"VETERANS AFFAIRS, DEPARTMENT OF",623110,True
APTIMA  INC.,1,1429990.98,DEPT OF THE ARMY,541715,True
SWISS STEEL HOLDING AG,1,1422500.0,DEPT OF THE ARMY,332111,True
AVI-SPL LLC,1,1421162.3,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,334111,True
NOVA GROUP  INC.,1,1420000.0,DEPT OF THE NAVY,237990,True
BWI TPC  A JOINT VENTURE,1,1419135.88,BUREAU OF RECLAMATION,237990,True
SHANNON & WILSON INC,1,1416925.36,DEPT OF THE ARMY,541330,True
JOHNSON & JOHNSON,1,1415087.36,INDIAN HEALTH SERVICE,334516,True
CONSTELLATION NEWENERGY INC,1,1414222.24,DEPT OF THE ARMY,541330,True
SCALE AI  INC.,1,1400000.0,DEFENSE LOGISTICS AGENCY,541715,True
DLR GROUP INC,1,1398964.06,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,541310,True
CACI INC - FEDERAL,1,1394530.0,DEPT OF THE AIR FORCE,541715,True
CRANE ELECTRONICS  INC,1,1394157.0,DEPT OF THE AIR FORCE,334511,True
SEABULK LOGISTICS SERVICES LLC,1,1394072.8,DEPT OF THE NAVY,488310,True
JACKSON LABORATORY,1,1393264.0,NATIONAL INSTITUTES OF HEALTH,325414,True
ROICOM USA LLC,1,1392000.0,DEFENSE LOGISTICS AGENCY,315220,True
CHERRY STREET SERVICES  INC.,1,1391934.0,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
FORRESTER RESEARCH  INC.,1,1389771.3,DEPARTMENTAL OFFICES,541519,True
YTC HOLDINGS  INC.,1,1382778.95,DEPT OF THE ARMY,511210,True
PETER KIEWIT SONS'  INC.,1,1381515.9,DEPT OF THE ARMY,237990,True
COORDINATED TRANSPORTATION SOLUTIONS  INC,1,1375129.25,"VETERANS AFFAIRS, DEPARTMENT OF",621910,True
FEDCAP REHABILITATION SERVICES  INC.,1,1368645.0,PUBLIC BUILDINGS SERVICE,561720,True
CITY OF MARION,1,1367363.0,U.S. FISH AND WILDLIFE SERVICE,237110,True
DANIEL J. KEATING COMPANY,1,1366678.0,PUBLIC BUILDINGS SERVICE,236220,True
ALASKA AEROSPACE CORP,1,1365279.5,MISSILE DEFENSE AGENCY (MDA),541715,True
HALMA PUBLIC LIMITED COMPANY,1,1363077.0,DEFENSE LOGISTICS AGENCY,339999,True
PERKINS EASTMAN ARCHITECTS  PC,1,1362840.71,PUBLIC BUILDINGS SERVICE,541310,True
SHARED MEDICAL SERVICES INC,1,1360676.76,"VETERANS AFFAIRS, DEPARTMENT OF",621512,True
EBSCO INDUSTRIES  INC.,1,1359067.88,OFFICE OF PROCUREMENT OPERATIONS,511120,True
JTL GROUP  INC.,1,1348576.45,DEPT OF THE ARMY,237310,True
CISION US INC,1,1346916.0,"EDUCATION, DEPARTMENT OF",519290,True
FRAMATOME INC,1,1345995.0,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,541690,True
TRILLION TECHNOLOGY SOLUTIONS INC,1,1345465.6,UNITED STATES INTERNATIONAL DEVELOPMENT FINANCE CORPORATION,541513,True
PORT OF HOPE CENTERS INC,1,1344600.0,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
SHIMADZU CORPORATION,1,1341656.25,CENTERS FOR DISEASE CONTROL AND PREVENTION,334516,True
CLIFFORD CHANCE US LLP,1,1340430.0,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,541199,True
GREENLAND ENTERPRISES  INC.,1,1337247.43,DEPT OF THE ARMY,236210,True
TECHLAW CONSULTANTS INC,1,1336867.34,ENVIRONMENTAL PROTECTION AGENCY,562910,True
1SPATIAL INC,1,1335075.0,FOREST SERVICE,541620,True
STARLIMS CORPORATION,1,1325033.16,CENTERS FOR DISEASE CONTROL AND PREVENTION,511210,True
KONINKLIJKE BOSKALIS WESTMINSTER N.V.,1,1324999.0,DEPT OF THE NAVY,488390,True
DMG MORI FEDERAL SERVICES  INC.,1,1322321.0,DEPT OF THE ARMY,333517,True
ITT AEROSPACE CONTROLS LLC,1,1321320.0,DEFENSE LOGISTICS AGENCY,336413,True
VOLUNTEERS OF AMERICA SOUTHEAST LOUISIANA  INC.,1,1314300.0,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
TRUSTEES OF BOSTON UNIVERSITY,1,1314077.0,NATIONAL INSTITUTES OF HEALTH,541715,True
GE VERNOVA OPERATIONS LLC,1,1312544.0,DEPT OF THE NAVY,541715,True
SYSTEM STUDIES & SIMULATION  INC.,1,1304514.46,DEPT OF THE AIR FORCE,541611,True
BLAND ENGINEERING  INCORPORATED,1,1299351.0,DEPT OF THE AIR FORCE,332993,True
THE BOSTON CONSULTING GROUP INC,1,1293679.0,"EDUCATION, DEPARTMENT OF",541611,True
CTG  INC.,1,1292565.6,FEDERAL AVIATION ADMINISTRATION,541519,True
REDHORSE CORPORATION,1,1291375.0,OFFICE OF THE INSPECTOR GENERAL,561210,True
ENNEAD ARCHITECTS LLP,1,1291163.69,"STATE, DEPARTMENT OF",541310,True
AAA COMPLETE BUILDING SERVICES INC.,1,1290970.51,WASHINGTON HEADQUARTERS SERVICES (WHS),238220,True
GREATER LOS ANGELES VETERANS RESEARCH AND EDUCATION FOUNDATION,1,1286771.0,NATIONAL INSTITUTES OF HEALTH,541714,True
SPAW GLASS HOLDING  L.P.,1,1284667.96,DEPT OF THE ARMY,236220,True
INTERGRAPH CORPORATION,1,1284524.0,DEPT OF THE NAVY,334511,True
DSFEDERAL  INC,1,1283906.8,NATIONAL INSTITUTES OF HEALTH,541611,True
HUNT VALVE COMPANY  INC.,1,1278180.0,DEPT OF THE NAVY,332919,True
OBAYASHI CORPORATION,1,1271000.0,DEPT OF THE ARMY,236220,True
INTERCONTINENTAL CONSTRUCTION CONTRACTING INC,1,1270277.0,DEPT OF THE ARMY,236220,True
HANDICARE USA INC,1,1269620.52,"VETERANS AFFAIRS, DEPARTMENT OF",339112,True
EXPEDITEINFOTECH  INC.,1,1268064.0,UNITED STATES INTERNATIONAL DEVELOPMENT FINANCE CORPORATION,541513,True
PAE INCORPORATED,1,1267260.63,DEPT OF THE NAVY,541512,True
PACT INC,1,1266845.0,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
DUCOMMUN LABARGE TECHNOLOGIES  INC.,1,1265000.0,DEFENSE LOGISTICS AGENCY,334419,True
PUGET SOUND ENERGY INC,1,1262498.0,DEPT OF THE NAVY,221122,True
ACCESS TO ADVANCED HEALTH INSTITUTE,1,1260556.0,NATIONAL INSTITUTES OF HEALTH,541714,True
CELLCO PARTNERSHIP,1,1255261.15,DEPT OF THE NAVY,517312,True
ALEXION PHARMACEUTICALS INC,1,1253969.76,"VETERANS AFFAIRS, DEPARTMENT OF",325412,True
L3HARRIS MARITIME POWER & ENERGY SOLUTIONS  INC,1,1252964.08,DEPT OF THE NAVY,335311,True
O. K. FOODS  INC.,1,1251691.5,AGRICULTURAL MARKETING SERVICE,311615,True
STATE OF SOUTH DAKOTA-DIVISION OF OASI,1,1250000.0,CENTERS FOR DISEASE CONTROL AND PREVENTION,541715,True
UNIVERSITY OF MISSOURI SYSTEM,1,1250000.0,CENTERS FOR DISEASE CONTROL AND PREVENTION,541715,True
BECTON  DICKINSON AND COMPANY,1,1247625.75,DEFENSE HEALTH AGENCY (DHA),334516,True
CLARKSON UNIVERSITY,1,1247247.0,DEPT OF THE ARMY,541715,True
TALBERT HOUSE,1,1246345.6,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
WRIGHT LINE LLC,1,1234577.0,U.S. SECRET SERVICE,337214,True
NATIONAL MARROW DONOR PROGRAM,1,1233452.0,HEALTH RESOURCES AND SERVICES ADMINISTRATION,541990,True
CVS PHARMACY  INC,1,1229829.0,CENTERS FOR DISEASE CONTROL AND PREVENTION,621999,True
MOOG MILITARY AIRCRAFT LLC,1,1228223.7,U.S. COAST GUARD,336413,True
WEST VIRGINIA DIVISION OF REHABILITATION SERVICES,1,1225769.96,DEPT OF THE ARMY,722310,True
INFOSCITEX CORPORATION,1,1224986.13,DEPT OF THE AIR FORCE,541715,True
RESILIENCE GOVERNMENT SERVICES  INC.,1,1223182.0,NATIONAL INSTITUTES OF HEALTH,541714,True
CHAND LLC,1,1220973.75,DEFENSE LOGISTICS AGENCY,333618,True
UNIVERSITY OF CALIFORNIA  LOS ANGELES,1,1219967.0,DEPT OF THE ARMY,541715,True
SKIDMORE OWINGS & MERRILL LLP,1,1217777.87,PUBLIC BUILDINGS SERVICE,541310,True
MAXAR SPACE ROBOTICS LLC,1,1217590.0,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,541330,True
BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,1,1207737.0,NATIONAL INSTITUTES OF HEALTH,541715,True
FLATIRON/DRAGADOS/SUKUT JOINT VENTURE,1,1203377.47,DEPT OF THE ARMY,237990,True
THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,1,1202306.0,NATIONAL INSTITUTES OF HEALTH,541711,True
SPIRE MARKETING INC,1,1200000.0,"VETERANS AFFAIRS, DEPARTMENT OF",211130,True
ORION MARINE CONSTRUCTION  INC.,1,1196400.0,DEPT OF THE ARMY,237990,True
OVERHAUL SUPPORT SERVICES  LLC,1,1178457.0,DEPT OF THE ARMY,336413,True
ITW GSE INC.,1,1173771.0,DEFENSE LOGISTICS AGENCY,334419,True
KROESCHELL ENGINEERING CO. INC.,1,1171834.84,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,561210,True
WOOD ENVIRONMENT & INFRASTRUCTURE SOLUTIONS  INC.,1,1168893.13,ENVIRONMENTAL PROTECTION AGENCY,561210,True
J.B.A. CONSULTING ENGINEERS  INC.,1,1168854.04,DEFENSE LOGISTICS AGENCY,541330,True
OFFICINE MACCAFERRI SPA,1,1168272.0,DEFENSE LOGISTICS AGENCY,332311,True
GWWO  INC.,1,1162937.06,NATIONAL PARK SERVICE,541310,True
UNITED PULSE TRADING INC,1,1162000.0,AGRICULTURAL MARKETING SERVICE,311999,True
ETHOSENERGY ACCESSORIES AND COMPONENTS  LLC,1,1161480.0,DEPT OF THE NAVY,333618,True
ISHPI INFORMATION TECHNOLOGIES  INC.,1,1153832.48,DEPARTMENTAL OFFICES,541519,True
"VECTRUS, INC.",1,1152816.05,DEPT OF THE AIR FORCE,561210,True
HOTTINGER BRUEL & KJAER SOLUTIONS LLC,1,1150015.0,DEPT OF THE ARMY,541715,True
CONTI ENTERPRISES  INC.,1,1150000.0,DEPT OF THE ARMY,236220,True
SALMON GROUP INC,1,1144083.38,OFFICE OF PERSONNEL MANAGEMENT,541611,True
URBAN ENGINEERS  INC.,1,1137498.0,FEDERAL TRANSIT ADMINISTRATION,541611,True
WEBUILD SPA,1,1135582.35,DEPT OF THE ARMY,237990,True
FRAUNHOFER-GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EINGETRAGENER VE,1,1135533.0,DEPT OF THE ARMY,541715,True
TREVI FINANZIARIA INDUSTRIALE SPA,1,1135477.74,DEPT OF THE ARMY,237990,True
SALIENT FEDERAL SOLUTIONS  INC.,1,1134678.88,DEPT OF THE NAVY,611430,True
FULTONST1 LLC,1,1130844.0,DEFENSE LOGISTICS AGENCY,337211,True
R & K SOLUTIONS INC,1,1129912.73,DEPARTMENTAL OFFICES,541611,True
PSC-SCHENKELSHULTZ: A JOINT VENTURE,1,1126394.46,DEPT OF THE ARMY,541330,True
IHRC  INCORPORATED,1,1123939.2,HEALTH RESOURCES AND SERVICES ADMINISTRATION,541690,True
LEIDOS SMS INC,1,1123384.11,"VETERANS AFFAIRS, DEPARTMENT OF",541512,True
ATLANTIC DIVING SUPPLY  INC.,1,1117993.92,DEFENSE LOGISTICS AGENCY,333924,True
SOLPAC CONSTRUCTION INC,1,1112171.0,DEPT OF THE NAVY,236220,True
AMERIGAS PROPANE  L.P.,1,1109138.3,DEPT OF THE ARMY,324110,True
CARDINAL HEALTH 200  LLC,1,1103009.0,DEFENSE LOGISTICS AGENCY,423450,True
TIMKEN GEARS & SERVICES INC.,1,1100998.0,DEFENSE LOGISTICS AGENCY,336350,True
